age  education-num  capital-gain  capital-loss  hours-per-week  count
19   10             0             0             50              3             
19   10             0             0             55              1             
19   10             0             0             66              1             
19   10             0             1602          10              1             
19   10             0             1719          16              1             
19   13             0             0             30              1             
20   3              0             0             40              1             
20   5              0             0             11              1             
20   6              0             0             40              2             
20   8              0             0             40              2             
20   9              0             0             20              2             
20   9              0             0             24              1             
20   9              0             0             25              1             
20   9              0             0             28              1             
20   9              0             0             30              3             
20   9              0             0             40              21            
20   9              0             0             43              2             
20   9              0             0             45              2             
20   9              0             0             48              1             
20   9              0             0             50              1             
20   9              0             0             52              1             
20   9              0             0             80              1             
20   9              0             1590          40              1             
20   9              0             2001          40              1             
20   10             0             0             10              1             
20   10             0             0             12              2             
20   10             0             0             14              1             
20   10             0             0             15              3             
20   10             0             0             16              1             
20   10             0             0             20              13            
20   10             0             0             24              2             
20   10             0             0             25              4             
20   10             0             0             26              1             
20   10             0             0             30              5             
20   10             0             0             32              2             
20   10             0             0             35              3             
20   10             0             0             40              16            
20   10             0             0             44              1             
20   10             0             0             45              2             
20   10             0             0             47              1             
20   10             0             0             50              2             
20   10             0             1719          28              1             
20   10             0             2258          10              1             
20   10             594           0             16              1             
20   11             0             0             30              1             
20   11             0             0             40              1             
20   12             0             0             40              1             
20   12             0             1719          20              1             
21   4              0             0             48              1             
21   6              0             0             36              1             
21   6              0             0             40              1             
21   6              0             0             70              1             
21   7              0             0             40              2             
21   9              0             0             20              1             
21   9              0             0             30              2             
21   9              0             0             35              5             
21   9              0             0             36              1             
21   9              0             0             40              13            
21   9              0             0             45              1             
21   9              0             0             55              1             
21   9              0             0             65              1             
21   9              0             1719          16              1             
21   9              594           0             40              1             
21   10             0             0             8               2             
21   10             0             0             10              6             
21   10             0             0             15              5             
21   10             0             0             20              5             
21   10             0             0             24              1             
21   10             0             0             25              6             
21   10             0             0             30              4             
21   10             0             0             32              1             
21   10             0             0             35              2             
21   10             0             0             37              2             
21   10             0             0             40              13            
21   10             0             0             45              1             
21   10             0             0             54              1             
21   10             0             0             57              1             
21   10             0             0             70              1             
21   10             4101          0             40              1             
21   11             0             0             40              1             
21   11             0             1579          40              1             
21   12             0             0             35              1             
21   13             0             0             20              1             
21   13             0             0             40              1             
22   3              0             0             40              2             
22   5              0             0             30              1             
22   5              0             0             40              1             
22   6              0             0             25              1             
22   6              0             0             30              2             
22   6              0             0             40              2             
22   7              0             0             35              1             
22   7              0             0             40              2             
22   7              0             0             45              1             
22   9              0             0             20              2             
22   9              0             0             24              1             
22   9              0             0             30              1             
22   9              0             0             35              1             
22   9              0             0             40              15            
22   9              0             0             41              1             
22   9              0             0             45              1             
22   9              0             0             55              2             
22   9              2597          0             40              1             
22   9              99999         0             40              1             
22   10             0             0             10              1             
22   10             0             0             13              1             
22   10             0             0             15              4             
22   10             0             0             20              7             
22   10             0             0             21              1             
22   10             0             0             24              1             
22   10             0             0             25              4             
22   10             0             0             30              5             
22   10             0             0             35              2             
22   10             0             0             36              1             
22   10             0             0             40              12            
22   10             0             0             42              2             
22   10             0             0             48              2             
22   10             0             0             50              2             
22   10             0             0             60              1             
22   10             0             0             65              1             
22   11             0             0             30              4             
22   11             0             0             40              1             
22   12             0             0             15              1             
22   12             0             0             40              1             
22   13             0             0             10              1             
22   13             0             0             12              1             
22   13             0             0             15              1             
22   13             0             0             20              4             
22   13             0             0             40              3             
22   13             0             0             43              1             
22   13             0             0             50              2             
22   13             0             0             55              1             
22   13             8614          0             40              1             
23   3              0             0             40              2             
23   4              0             0             25              1             
23   4              0             0             36              2             
23   4              0             0             40              1             
23   5              0             0             36              1             
23   5              0             0             40              2             
23   6              0             0             40              1             
23   7              0             0             38              1             
23   7              0             0             40              2             
23   7              7688          0             60              1             
23   8              0             0             21              1             
23   9              0             0             7               1             
23   9              0             0             16              2             
23   9              0             0             25              3             
23   9              0             0             35              2             
23   9              0             0             40              29            
23   9              0             0             42              1             
23   9              0             0             48              1             
23   9              0             0             50              1             
23   9              0             0             60              1             
23   9              0             0             72              1             
23   9              0             0             75              1             
23   9              0             1594          20              1             
23   9              2463          0             40              1             
23   10             0             0             20              4             
23   10             0             0             24              3             
23   10             0             0             25              1             
23   10             0             0             30              2             
23   10             0             0             35              1             
23   10             0             0             40              15            
23   10             0             0             44              1             
23   10             0             0             45              1             
23   10             0             0             48              1             
23   10             0             0             50              2             
23   10             0             1902          40              1             
23   11             0             0             40              3             
23   11             0             0             56              1             
23   11             0             0             60              1             
23   12             0             0             20              1             
23   12             0             0             30              1             
23   12             0             0             35              1             
23   12             0             0             40              3             
23   12             0             0             52              1             
23   12             0             0             60              1             
23   13             0             0             20              3             
23   13             0             0             22              1             
23   13             0             0             25              1             
23   13             0             0             28              1             
23   13             0             0             30              3             
23   13             0             0             35              1             
23   13             0             0             38              1             
23   13             0             0             40              12            
23   13             0             0             43              1             
23   13             0             0             45              2             
23   13             0             0             50              4             
23   13             0             0             60              1             
23   13             0             2231          40              1             
23   13             2174          0             40              1             
24   3              0             0             40              1             
24   4              0             0             40              1             
24   4              2635          0             38              1             
24   5              0             0             40              1             
24   5              0             1721          40              1             
24   6              0             0             40              1             
24   6              0             0             49              1             
24   7              0             0             35              1             
24   7              0             0             40              3             
24   7              0             0             45              1             
24   9              0             0             20              1             
24   9              0             0             38              2             
24   9              0             0             40              23            
24   9              0             0             45              4             
24   9              0             0             50              1             
24   9              0             1721          30              1             
24   9              0             1762          32              1             
24   9              0             1762          40              1             
24   9              4101          0             50              1             
24   10             0             0             15              1             
24   10             0             0             30              2             
24   10             0             0             37              1             
24   10             0             0             40              13            
24   10             0             0             42              1             
24   10             0             0             45              4             
24   10             0             0             50              4             
24   10             0             0             70              1             
24   10             0             1762          40              1             
24   10             0             2205          24              1             
24   10             3325          0             52              1             
24   10             7298          0             48              1             
24   11             0             0             30              1             
24   11             0             0             35              1             
24   11             0             0             40              3             
24   11             0             0             60              1             
24   12             0             0             30              1             
24   12             0             0             40              1             
24   12             0             0             50              1             
24   13             0             0             15              3             
24   13             0             0             20              1             
24   13             0             0             27              1             
24   13             0             0             38              1             
24   13             0             0             40              15            
24   13             0             0             45              1             
24   13             0             0             50              6             
24   13             0             0             60              1             
24   13             0             0             65              2             
24   13             0             1741          45              1             
24   14             0             0             10              1             
24   14             0             0             13              1             
24   14             6849          0             90              1             
25   3              0             0             40              2             
25   4              0             0             40              2             
25   5              0             0             40              1             
25   5              0             0             45              1             
25   5              0             0             48              1             
25   6              0             0             25              1             
25   6              0             0             40              1             
25   7              0             0             12              1             
25   7              0             0             40              3             
25   7              0             0             50              1             
25   8              0             0             40              2             
25   8              0             0             43              1             
25   8              0             1741          40              1             
25   9              0             0             10              1             
25   9              0             0             22              1             
25   9              0             0             25              1             
25   9              0             0             26              1             
25   9              0             0             30              5             
25   9              0             0             32              1             
25   9              0             0             35              6             
25   9              0             0             36              1             
25   9              0             0             40              21            
25   9              0             0             45              1             
25   9              0             0             48              2             
25   9              0             0             50              2             
25   9              0             0             60              1             
25   9              0             0             65              1             
25   9              2407          0             40              1             
25   9              3325          0             45              1             
25   9              7298          0             40              1             
25   9              7298          0             84              1             
25   10             0             0             8               1             
25   10             0             0             15              1             
25   10             0             0             20              2             
25   10             0             0             35              1             
25   10             0             0             40              18            
25   10             0             0             42              1             
25   10             0             0             44              1             
25   10             0             0             45              3             
25   10             0             0             50              1             
25   10             0             0             60              1             
25   10             2174          0             40              1             
25   10             2597          0             48              1             
25   11             0             0             15              1             
25   11             0             0             36              1             
25   11             0             0             45              1             
25   11             0             0             75              1             
25   12             0             0             20              1             
25   12             0             0             40              7             
25   12             0             0             60              1             
25   12             2354          0             45              1             
25   13             0             0             20              1             
25   13             0             0             30              2             
25   13             0             0             35              1             
25   13             0             0             38              1             
25   13             0             0             40              17            
25   13             0             0             45              1             
25   13             0             0             55              2             
25   13             0             0             60              1             
25   13             0             0             70              1             
25   13             0             1092          40              1             
25   13             0             1340          40              1             
25   13             0             1741          40              1             
25   13             6849          0             50              1             
25   14             0             0             20              1             
25   14             0             0             40              2             
25   14             0             0             99              1             
26   3              0             0             40              1             
26   3              0             1628          50              1             
26   4              0             0             40              1             
26   5              0             0             35              1             
26   5              0             0             40              1             
26   6              0             0             35              1             
26   7              0             0             20              1             
26   7              0             0             40              2             
26   7              0             0             50              1             
26   8              0             0             48              1             
26   9              0             0             12              1             
26   9              0             0             24              2             
26   9              0             0             25              1             
26   9              0             0             30              2             
26   9              0             0             35              1             
26   9              0             0             40              21            
26   9              0             0             41              1             
26   9              0             0             44              1             
26   9              0             0             50              1             
26   9              0             0             55              2             
26   9              0             0             56              1             
26   9              0             0             60              2             
26   9              0             0             65              1             
26   9              5013          0             40              1             
26   10             0             0             15              2             
26   10             0             0             20              3             
26   10             0             0             24              1             
26   10             0             0             35              4             
26   10             0             0             38              2             
26   10             0             0             40              11            
26   10             0             0             43              1             
26   10             0             0             45              3             
26   10             0             0             48              1             
26   10             0             0             50              2             
26   10             0             0             60              2             
26   10             2407          0             50              1             
26   10             2829          0             40              1             
26   10             3103          0             40              1             
26   10             3325          0             40              1             
26   11             0             0             35              1             
26   11             0             0             40              3             
26   11             0             0             45              1             
26   11             0             0             55              2             
26   11             0             2377          45              1             
26   12             0             0             40              3             
26   12             0             0             45              1             
26   13             0             0             16              1             
26   13             0             0             20              2             
26   13             0             0             28              1             
26   13             0             0             30              1             
26   13             0             0             35              1             
26   13             0             0             40              13            
26   13             0             0             45              1             
26   13             0             0             50              1             
26   13             0             1669          50              1             
26   13             0             2339          55              1             
26   13             1055          0             40              1             
26   13             4064          0             50              1             
26   14             0             0             40              2             
26   14             0             0             50              1             
26   14             0             1876          40              1             
26   14             5013          0             40              1             
26   14             8614          0             40              1             
26   15             0             0             60              1             
26   15             99999         0             60              1             
27   3              0             0             35              1             
27   3              0             0             40              2             
27   4              0             0             35              1             
27   4              0             0             45              1             
27   5              0             0             40              1             
27   6              0             0             40              4             
27   6              0             0             48              1             
27   7              0             0             35              1             
27   7              0             0             40              2             
27   9              0             0             25              1             
27   9              0             0             30              2             
27   9              0             0             32              1             
27   9              0             0             35              3             
27   9              0             0             37              1             
27   9              0             0             38              1             
27   9              0             0             40              19            
27   9              0             0             42              1             
27   9              0             0             45              1             
27   9              0             0             50              3             
27   9              0             0             53              1             
27   9              0             0             60              1             
27   9              0             0             70              2             
27   9              0             1740          40              1             
27   9              0             1980          40              2             
27   9              4416          0             40              1             
27   9              5013          0             46              1             
27   10             0             0             20              1             
27   10             0             0             35              1             
27   10             0             0             39              1             
27   10             0             0             40              14            
27   10             0             0             44              1             
27   10             0             0             45              1             
27   10             0             0             48              1             
27   10             0             0             49              1             
27   10             0             0             50              3             
27   10             0             0             60              1             
27   10             0             1980          40              1             
27   10             2829          0             70              1             
27   10             3411          0             40              1             
27   11             0             0             35              3             
27   11             0             0             36              1             
27   11             0             0             38              1             
27   11             0             0             40              2             
27   11             0             0             50              1             
27   12             0             0             25              1             
27   12             0             0             35              1             
27   12             0             0             40              2             
27   12             7688          0             70              1             
27   13             0             0             9               1             
27   13             0             0             20              1             
27   13             0             0             35              1             
27   13             0             0             40              15            
27   13             0             0             42              1             
27   13             0             0             45              1             
27   13             0             0             48              1             
27   13             0             0             50              3             
27   13             0             0             60              1             
27   13             0             1590          40              1             
27   14             0             0             25              1             
27   14             0             0             35              1             
27   14             0             0             40              1             
27   14             0             0             50              1             
27   14             0             0             52              1             
27   15             0             0             40              1             
27   15             0             0             65              1             
27   16             0             0             70              1             
28   2              0             0             43              1             
28   4              0             0             30              1             
28   4              0             0             48              1             
28   4              0             2179          40              1             
28   5              0             0             40              1             
28   5              0             0             50              1             
28   6              0             0             40              3             
28   6              0             0             45              1             
28   6              0             0             50              1             
28   7              0             0             40              4             
28   7              0             0             45              1             
28   7              0             0             50              1             
28   8              0             0             30              1             
28   9              0             0             30              1             
28   9              0             0             35              2             
28   9              0             0             40              26            
28   9              0             0             45              3             
28   9              0             0             48              1             
28   9              0             0             50              1             
28   9              0             0             52              1             
28   9              0             0             70              1             
28   9              0             1628          40              1             
28   9              0             1628          60              1             
28   9              0             1740          40              1             
28   9              0             1848          42              1             
28   9              0             1876          40              1             
28   9              2202          0             48              1             
28   9              2580          0             40              1             
